text,label,label_text,text_clean
There is a direct debit payment I don't recognize.,28,direct_debit_payment_not_recognised,there is a direct debit payment i don't recognize.
An incorrect exchange rate was applied to an item I bought.,17,card_payment_wrong_exchange_rate,an incorrect exchange rate was applied to an item i bought.
I want to inactivate my account.,55,terminate_account,i want to inactivate my account.
My disposable virtual card isn't working.,72,virtual_card_not_working,my disposable virtual card isn't working.
How quickly can you get me my card?,12,card_delivery_estimate,how quickly can you get me my card?
What can I and can't do with the disposable cards?,29,disposable_card_limits,what can i and can't do with the disposable cards?
I would like to report an issue with my product and want to get it refunded,52,request_refund,i would like to report an issue with my product and want to get it refunded
I keep getting an error message when I'm trying to transfer funds! Why aren't you accepting that?,7,beneficiary_not_allowed,i keep getting an error message when i'm trying to transfer funds! why aren't you accepting that?
Is it free to exchange currency?,31,exchange_charge,is it free to exchange currency?
"i need help, i lost my card",41,lost_or_stolen_card,"i need help, i lost my card"
I set up a payment to a new payee and sent some money but the person I'm sending it to has not received it.  Can you check where the money is?,66,transfer_not_received_by_recipient,i set up a payment to a new payee and sent some money but the person i'm sending it to has not received it. can you check where the money is?
I would like to exchange currencies on the app. How do I do this?,33,exchange_via_app,i would like to exchange currencies on the app. how do i do this?
What do I do if I believe to be a victim of credit card fraud?,22,compromised_card,what do i do if i believe to be a victim of credit card fraud?
Is there a reason my new card hasn't arrived yet?,11,card_arrival,is there a reason my new card hasn't arrived yet?
I'm having a hard time proving my identity.,68,unable_to_verify_identity,i'm having a hard time proving my identity.
Can I top up my account with Google Pay?,2,apple_pay_or_google_pay,can i top up my account with google pay?
Can I unblock my pin using the app?,49,pin_blocked,can i unblock my pin using the app?
can I be charged for topping up by card,57,top_up_by_card_charge,can i be charged for topping up by card
I sent some money and the account hasn't recived the transfer I made.,66,transfer_not_received_by_recipient,i sent some money and the account hasn't recived the transfer i made.
Has my card been lost in delivery?,11,card_arrival,has my card been lost in delivery?
How do you top-up using cash?,58,top_up_by_cash_or_cheque,how do you top-up using cash?
Can you tell me how to top up on my card?,62,topping_up_by_card,can you tell me how to top up on my card?
Why would a merchant revert a card payment?,53,reverted_card_payment?,why would a merchant revert a card payment?
The app says I got cash from an ATM but I didn't,20,cash_withdrawal_not_recognised,the app says i got cash from an atm but i didn't
The transfer to my account was not allowed.,7,beneficiary_not_allowed,the transfer to my account was not allowed.
Why has my beneficiary been denied?,7,beneficiary_not_allowed,why has my beneficiary been denied?
My new card isn't here and it was issued a week ago.,11,card_arrival,my new card isn't here and it was issued a week ago.
The transfer that I was trying to complete was declined. What was the cause?,27,declined_transfer,the transfer that i was trying to complete was declined. what was the cause?
"Hey, I have my card, how do I get it to show in the app?",13,card_linking,"hey, i have my card, how do i get it to show in the app?"
The app reversed a top off I had.  What should I do?,61,top_up_reverted,the app reversed a top off i had. what should i do?
Please cancel the transfer I just made.  I put in the wrong account number and can't seem to stop it on the app.,8,cancel_transfer,please cancel the transfer i just made. i put in the wrong account number and can't seem to stop it on the app.
For what reason did my top-up fail?,59,top_up_failed,for what reason did my top-up fail?
My card data has been exposed.,22,compromised_card,my card data has been exposed.
I dont have a pin,38,get_physical_card,i dont have a pin
I have a card payment that has been pending for some time and would like to know when it is going to go through.,45,pending_card_payment,i have a card payment that has been pending for some time and would like to know when it is going to go through.
"My transfer was declined, why is that?",27,declined_transfer,"my transfer was declined, why is that?"
Why can't I withdraw funds from my account?,26,declined_cash_withdrawal,why can't i withdraw funds from my account?
"I think someone might have a copy of my card because a 500 dollar withdrawal was made, and it wasn't me. Can you please help?",20,cash_withdrawal_not_recognised,"i think someone might have a copy of my card because a 500 dollar withdrawal was made, and it wasn't me. can you please help?"
